"Item","Location","Sublocation","Quantity"
"OPEN BAY RACK 6FT. H (38U)","Default Location","","1.0000"
"OP-H8316D-P HYBRID 16CH 16P DVR","Default Location","","1.0000"
"OP-MIC 70SQM","Default Location","","1.0000"
"OP-MIC01I","Default Location","","3.0000"
"OP-MIC-1J","Default Location","","-1.0000"
"OP-MIC-1N","Default Location","","-3.0000"
"OP-MIC1N PROFESSIONAL AUDIO","Default Location","","2.0000"
"OPT 362A-00320","Default Location","","1.0000"
"OPT 362A-00542","Default Location","","1.0000"
"OPT 362A-00733","Default Location","","1.0000"
"OPT 362A-00740","Default Location","","1.0000"
"OPT 362A-01228","Default Location","","1.0000"
"OPT 362A-01846","Default Location","","1.0000"
"OPT 364A-00825","Default Location","","1.0000"
"OPT 364A-00870","Default Location","","1.0000"
"OPT 366A-01891","Default Location","","1.0000"
"OPT 385A-01440","Default Location","","1.0000"
"OPT 389-40684","Default Location","","2.0000"
"OPT 389-40714","Default Location","","2.0000"
"OPT 389-41452","Default Location","","2.0000"
"OPT 390-40721","Default Location","","1.0000"
"OPT 393-40752","Default Location","","1.0000"
"OPT306-42039 LEATHER SNAP ON COVER WITH MAG-LOCK","Default Location","","1.0000"
"OPT306-42046 LEATHER SNAP ON COVER WITH MAG-LOCK","Default Location","","1.0000"
"OPT306-42053 LEATHER SNAP ON COVER WITH MAG-LOCK","Default Location","","1.0000"
"OPT392-40790 ARMOR CASE IPHONE4/4S 3D BLACK","Default Location","","2.0000"
"OPT392-40851 ARMOR CASE IPHONE 4/4S 3D PINK","Default Location","","3.0000"
"OPT392-40868 ARMOR CASE IPHONE 4/4S 3D LILAC","Default Location","","3.0000"
"OPT392-40899 ARMOR CASE IPHONE 4/4S IGUANA WHITE","Default Location","","2.0000"
"OPT392-41070 PROTECTIVE CASE IPHONE4 FLOATER BLACK","Default Location","","2.0000"
"OPTIC 16CH CCTV PACKAGE","Default Location","","1.0000"
"OPTIC 4CH CCTV PACKAGE","Default Location","","3.0000"
"OPTIC 8CH CCTV PACKAGE","Default Location","","1.0000"
"OPTIC FIBER PATCH CORD OS2 LC/LC DUPLEX 1.8MM LSZH & OFNR 50M","Default Location","","4.0000"
"OPTIC OP-886HC CAMERA","Default Location","","-1.0000"
"OPTIMAX JT-YL878 NOTEBOOK COOLER","Default Location","","16.0000"
"OPTIMAX L-02 CHAIR","Default Location","","4.0000"
"OPTIMAX PJTOTB064 TEMP. GLASS TABLE","Default Location","","10.0000"
"OPTIMAX PUT-OCHO19 MESH CHAIR","Default Location","","2.0000"
"OPTIMAX XH182","Default Location","","207.0000"
"ORANGE PAINT","Default Location","","10.0000"
"ORDINARY FOLDER LONG","Default Location","","-12.0000"
"ORDINARY NUT 1/4","Default Location","","400.0000"
"ORDINARY NUT 3/8""","Default Location","","200.0000"
"ORDINARY NUT 5/16""","Default Location","","700.0000"
"ORICO 4 PORTS USB HUB","Default Location","","-1.0000"
"ORICO HARD DRIVE DOCK","Default Location","","1.0000"
"ORICO HDD ENCLOSURE 2.5","Default Location","","9.0000"
"ORICO SSD CASE M.2","Default Location","","1.0000"
"ORION 1050VA UPS","Default Location","","1.0000"
"ORION ITX POWER SUPPLY 600 WATTS","Default Location","","1.0000"
"ORION TH500 15IN TOUCHSCREEN MONITOR","Default Location","","1.0000"
"O-TERMINAL","Default Location","","58.0000"
"OTHER MATERIALS","Default Location","","-2.0000"
"OUTDOOR BOX 150 X 150 X 70MM ","Default Location","","81.0000"
"OUTDOOR BOX WHITE","Default Location","","9.0000"
"OUTDOOR FIBER CABLE 1 CORE","Default Location","","150.0000"
"OUTDOOR UTP CABLE CAT6","Default Location","","100.0000"
"OUTLET 1 GANG ROYO","Default Location","","2.0000"
"OUTLET 1GANG 3PRONG ROYU","Default Location","","8.0000"
"OUTLET 1GANG ROYU","Default Location","","1.0000"
"OUTLET 2 GANG 3 PRONG PANASONIC","Default Location","","1.0000"
"OUTLET 2 GANG FOCUS","Default Location","","5.0000"
"OUTLET 2 GANG OMNI","Default Location","","4.0000"
"OUTLET 2 GANG PAN","Default Location","","2.0000"
"OUTLET 2 GANG ROYU","Default Location","","11.0000"
"OUTLET 2 GANG W/ GROUND OMNI","Default Location","","1.0000"
"OUTLET 3 GANG ROYU","Default Location","","3.0000"
"OUTLET AIRCON ROYU","Default Location","","1.0000"
"OUTLET BOX ROYU","Default Location","","11.0000"
"OUTLET OCTOPUS","Default Location","","2.0000"
"OUTLET PLATE","Default Location","","4.0000"
"OUTLET UNIVERSAL 2GANG NATIONAL","Default Location","","16.0000"
"OVAL SATIN STICKERS ""MR SOO'S DELI"" 1 1/8 X 1 11/16 3 COLOR PRINT","Default Location","","10000.0000"
"OYSTER MUSHROOM","Default Location","","4.0000"
"OZAHI 19100 CASE","Default Location","","1.0000"
"P.E. PIPE 1/2 SDR II BLACK ","Default Location","","725.0000"
"P.E. PIPE 3/4 SDR 11 BLACK","Default Location","","345.0000"
"PABX TELEPHONE EXPANSION CARD KX-TE82480X","Default Location","","1.0000"
"PABX TELEPHONE EXPANSION CARD KX-TE82483SN","Default Location","","1.0000"
"PACKAGING TAPE 2 X 100 CLEAR","Default Location","","35.0000"
"PACKAGING TAPE 2 X 30 CLEAR","Default Location","","241.0000"
"PACKAGING TAPE 2 X 30M","Default Location","","53.0000"
"PACKAGING TAPE 2 X100","Default Location","","27.0000"
"PAD PAPER GRADE 1","Default Location","","1083.0000"
"PAD PAPER GRADE 2","Default Location","","1062.0000"
"PAD PAPER GRADE 3","Default Location","","621.0000"
"PAIL","Default Location","","1.0000"
"PAINT BRUSH","Default Location","","11.0000"
"PAINT BRUSH 1/2","Default Location","","3.0000"
"PAINT BRUSH 1-1/2","Default Location","","14.0000"
"PAINT BRUSH 2","Default Location","","37.0000"
"PAINT BRUSH 2 1/2","Default Location","","1.0000"
"PAINT BRUSH 2""","Default Location","","8.0000"
"PAINT BRUSH 3","Default Location","","3.0000"
"PAINT COOL MINT 1 GAL","Default Location","","2.0000"
"PAINT HAPPY DAYS 1 GAL","Default Location","","2.0000"
"PAINT PINK 1 GAL","Default Location","","2.0000"
"PAINT PRINCESS GAL","Default Location","","2.0000"
"PAINT ROLLER 4"" W/ HANDLE","Default Location","","16.0000"
"PAINT THINNER","Default Location","","3.0000"
"PAINT THINNER 350CC","Default Location","","5.0000"
"PAINT TRAY","Default Location","","13.0000"
"PAINT WHITE 1QRT","Default Location","","1.0000"
"PAKWAN SEEDS","Default Location","","-50.0000"
"PALETA 4""","Default Location","","1.0000"
"PALIT GT710 2GB 2048M SDDR5 64BIT CRT DVI HDMI","Default Location","","1.0000"
"PALIT GT730 2GB SDDR3 2048MB 128B CRT DVI HDMI PCIE","Default Location","","3.0000"
"PALIT GT740 2GB GDDR5 2048MB 128B CRT DVI HDMI PCIE","Default Location","","2.0000"
"PALIT GTX1050 STORMX 2GB ","Default Location","","1.0000"
"PALOCA TAMARIND CANDY KEIKO 90G","Default Location","","24.0000"
"PANASONIC 1G 3PRONG OUTLET","Default Location","","1.0000"
"PANASONIC 2 GANG 3 PRONG OUTLET","Default Location","","1.0000"
"PANASONIC BATTERY 12V 7.2A","Default Location","","15.0000"
"PANASONIC BATTERY 9V","Default Location","","5.0000"
"PANASONIC DUPLEX 2 GANG 3 PRONG OUTLET","Default Location","","65.0000"
"PANASONIC FLOOR OUTLET #DUF2259LTK-1","Default Location","","24.0000"
"PANASONIC OUTLET","Default Location","","1.0000"
"PANASONIC OUTLET 2G 3 PRONG","Default Location","","22.0000"
"PANASONIC RECEPTACLE #WEG10919H-5","Default Location","","24.0000"
"PANASONIC TELEPHONE KX-TD7730","Default Location","","1.0000"
"PANASONIC TELEPHONE KX-TS500MX","Default Location","","7.0000"
"PANASONIC TH-L32XM5X VIERA LED TV 32""","Default Location","","1.0000"
"PANASONIC UPS BATTERY","Default Location","","13.0000"
"PANDA CLASSIQUE BLACK ","Default Location","","116.0000"
"PANDA CLASSIQUE BLUE","Default Location","","12.0000"
"PANDA CLASSIQUE RED","Default Location","","104.0000"
"PANDA PUSH DOWN TYPE BALLPEN BLACK","Default Location","","20.0000"
"PANDA PUSH DOWN TYPE BALLPEN BLUE","Default Location","","20.0000"
"PANIC BUTTON PB68D","Default Location","","3.0000"
"PANTHER EXTENSION CORD WITH SURGE PROTECTOR PSP-0512","Default Location","","3.0000"
"PAPER CLIP BIG","Default Location","","9.0000"
"PAPER CLIP SMALL","Default Location","","8.0000"
"PAPER TRIMMER 10 X 12","Default Location","","1.0000"
"PAPERLINE COPY PAPER LONG","Default Location","","124.0000"
"PAPERLINE COPY PAPER SHORT","Default Location","","378.0000"
"PAPERTAPE 1/2""","Default Location","","2.0000"
"PARAGON COPY PAPER SUB. 20 LONG","Default Location","","20.0000"
"PARCHMENT PAPER SHORT (PER PC)","Default Location","","400.0000"
"PARCHMENT PAYMENT SHORT","Default Location","","40.0000"
"PASSIVE VIDEO BALUN","Default Location","","4.0000"
"PASSIVE VIDEO BALUN WITH POWER CONVERTER","Default Location","","9.0000"
"PATCH CORD 1M","Default Location","","28.0000"
"PATCH CORD 3M","Default Location","","-1.0000"
"PATCH CORD CAT5E 0.5M GREY","Default Location","","46.0000"
"PATCH GUIDE 1RU PATCH PANEL","Default Location","","5.0000"
"PATCH PANEL C6 24PORT","Default Location","","2.0000"
"PATCH PANEL CAT6 48 PORT LOADED","Default Location","","3.0000"
"PATCHING COMPOUND","Default Location","","11.0000"
"PATRIOT DDR3-1333 LODIMM 4GB","Default Location","","-1.0000"
"PATRIOT DDR3-1333 SODIMM 4GB","Default Location","","1.0000"
"PATRIOT MICRO SD CLASS 10 32GB","Default Location","","1.0000"
"PB-1210-18","Default Location","","10.0000"
"PB-1210-9","Default Location","","-2.0000"
"PB1210-D9","Default Location","","5.0000"
"PB1220-D18","Default Location","","-3.0000"
"PB2410-16","Default Location","","1.0000"
"PB2420-18","Default Location","","2.0000"
"PCS CHUMMY CHEWS","Default Location","","5.0000"
"PCS DOTS KEIKO 60G","Default Location","","-7.0000"
"PCS JAMMIN MANGO","Default Location","","-4.0000"
"PCS JELLY MONSTERS","Default Location","","22.0000"
"PCS LONDON ROLL CHOCOLATE CAKE 480G","Default Location","","31.0000"
"PCS LONDON ROLL MILK CAKE 480G","Default Location","","35.0000"
"PCS LONDON ROLL STRAWBERRY CAKE 480G","Default Location","","48.0000"
"PCS MILKIMIX","Default Location","","-69.0000"
"PCS NINJA BALL MGS","Default Location","","-2.0000"
"PCS PALOCA","Default Location","","-13.0000"
"PCS PUDDY MONSTERS","Default Location","","46.0000"
"PCS TWIGS LOCO BLUE BERRY","Default Location","","32.0000"
"PCS TWIGS STRAWBERRY","Default Location","","35.0000"
"PDU HORIZONTAL POWER STRIP HEIGHT - 1U / 45MM WIDTH – 19” STANDARD RACK MOUNTING DEPTH – 40MM ","Default Location","","4.0000"
"PDX WIRE # 10","Default Location","","47.0000"
"PDX WIRE # 12","Default Location","","558.5000"
"PDX WIRE #14","Default Location","","532.0000"
"PE PIPE 1"" SDR 11","Default Location","","161.0000"
"PE PIPE 1/2","Default Location","","72.0000"
"PEANUTS SUGAR COATED","Default Location","","600.0000"
"PENCIL CASE ZIPPER REGULAR","Default Location","","2.0000"
"PEVM12-100M","Default Location","","1.0000"
"PFA 122","Default Location","","11.0000"
"PFA 152","Default Location","","3.0000"
"PFA152-E","Default Location","","6.0000"
"PFM 810 (POC)","Default Location","","20.0000"
"PFM 905-E VIDEO TESTER","Default Location","","1.0000"
"PFM905-E TESTER","Default Location","","1.0000"
"PHELP DODGE THHN #12 BLACK","Default Location","","30.0000"
"PHELP DODGE THHN #12 RED","Default Location","","30.0000"
"PHELPDODGE TF WIRE #16 BLACK","Default Location","","28.0000"
"PHELPDODGE TF WIRE #16 GREEN","Default Location","","28.0000"
"PHELPDODGE TF WIRE #16 RED","Default Location","","28.0000"
"PHENOLIC BOARD 3/4""","Default Location","","2.0000"
"PHILDEXPP-R PIPE (PN20) REDLINE 20MM (1/2)  3.44MMX 4MB","Default Location","","12.0000"
"PHILFLEX RG6 W/MSSGR","Default Location","","-718.0000"
"PHILFLEX TELEPHONE JACKETED WIRE 22/4","Default Location","","45.0000"
"PHILFLEX TF  WIRE #16 BLACK","Default Location","","11.0000"
"PHILFLEX TF  WIRE #16 GREEN","Default Location","","6.0000"
"PHILFLEX TF  WIRE #16 RED","Default Location","","4.0000"
"PHILFLEX TF  WIRE #16 WHITE","Default Location","","1.0000"
"PHILFLEX TF TWISTED WIRE #16","Default Location","","2.0000"
"PHILIPPINE FLAG NYLON 3 X 5","Default Location","","4.0000"
"PHILIPS 929002306738 LED BULB 9WATTS E27 6500K","Default Location","","11.0000"
"PHILIPS MONITOR 18.5"" W/ HMDI PORT","Default Location","","1.0000"
"PHODAR DATA CABINET FAN ","Default Location","","2.0000"
"PHOTOPAPER A4 210 HIGH GLOSSY","Default Location","","-5.0000"
"PHOTOPAPER LONG- (20’S) ","Default Location","","3.0000"
"PIGTAIL SC CONNECTOR ","Default Location","","16.0000"
"PILOT BALLPEN BLACK","Default Location","","190.0000"
"PILOT BALLPEN BLUE","Default Location","","144.0000"
"PILOT GTECH 0.4 PEN BLACK","Default Location","","208.0000"
"PILOT GTECH 0.4 PEN RED","Default Location","","36.0000"
"PILOT MARKER BROAD RED","Default Location","","115.0000"
"PILOT MARKER INK BLK","Default Location","","350.0000"
"PILOT MARKER INK BLUE","Default Location","","18.0000"
"PILOT MARKER PEN BROAD BLACK (12'S)","Default Location","","-10.0000"
"PILOT MARKER PEN BROAD BLK","Default Location","","668.0000"
"PILOT MARKER PEN BROAD BLUE","Default Location","","284.0000"
"PILOT MARKER PEN BROAD BLUE (12'S)","Default Location","","-10.0000"
"PILOT MARKER PEN FINE BLACK","Default Location","","386.0000"
"PILOT MARKER PEN FINE RED","Default Location","","26.0000"
"PILOT PAPER LONG","Default Location","","10.0000"
"PILOT PERMANENT MARKER FINE BLACK ","Default Location","","33.0000"
"PILOT PERMANENT MARKER FINE BLACK(12'S)","Default Location","","-3.0000"
"PILOT PERMANENT MARKER INK BLK","Default Location","","36.0000"
"PILOT PERMANENT MARKER INK BLUE","Default Location","","36.0000"
"PILOT PERMANENT MARKER PEN FINE BLUE","Default Location","","22.0000"
"PILOT V5 SIGN PEN BLACK","Default Location","","11.0000"
"PILOT V5 SIGN PEN BLACK (12'S)","Default Location","","-1.0000"
"PILOT V5 SIGN PEN BLUE","Default Location","","11.0000"
"PILOT V5 SIGN PEN BLUE (12'S)","Default Location","","-1.0000"
"PILOT V7 SIGN PEN BLUE","Default Location","","11.0000"
"PILOT WHITEBOARD MARKER BLACK","Default Location","","10.0000"
"PILOT WHITEBOARD MARKER INK","Default Location","","5.0000"
"PIONEER EPOXY 1/2L","Default Location","","1.0000"
"PIONEER PRO BUILDERS BOND 100ML POUCH","Default Location","","25.0000"
"PIONEER PRO BUILDERS BOND 300ML","Default Location","","3.0000"
"PIONEER SOLVENT CEMENT ","Default Location","","2.0000"
"PIPE CONNECTOR 1/2""","Default Location","","1264.0000"
"PIPE CONNECTOR 3""","Default Location","","10.0000"
"PIPE CONNECTOR 3/4""","Default Location","","345.0000"
"PIPE HANGER 1""","Default Location","","610.0000"
"PIPE HANGER 1/2""","Default Location","","985.0000"
"PIPE HANGER 3/4""","Default Location","","455.0000"
"PL 55 CONNECTOR","Default Location","","3.0000"
"PL55 TO BB JACK CON. BK","Default Location","","-1.0000"
"PLAIN SHEET GAUGE 26","Default Location","","6.0000"
"PLANETARY MIXER 5 QUARTS SP-502 220V 1PH","Default Location","","1.0000"
"PLASTIC  ACETATE G-2.ROLL","Default Location","","1.0000"
"PLASTIC ACE G-2.6 METER","Default Location","","121.0000"
"PLASTIC COLORED BALLS ASSTD","Default Location","","6.0000"
"PLASTIC DISPOSABLE CUPS 8OZ 30'S","Default Location","","3.0000"
"PLASTIC ENVELOPE LONG CLEAR","Default Location","","3050.0000"
"PLASTIC ENVELOPE LONG EXPANDING W/ HANDLE","Default Location","","4.0000"
"PLASTIC ENVELOPE SHORT TRANSPARENT","Default Location","","122.0000"
"PLASTIC RULER 12"" ORDINARY","Default Location","","39.0000"
"PLASTIC RULER 6"" ORDINARY","Default Location","","2.0000"
"PLASTIC SCREEN (METER)","Default Location","","18.0000"
"PLASTIC TWINE 1KG","Default Location","","1.0000"
"PLASTIC WHISTLE","Default Location","","4.0000"
"PLDT HOME WIFI","Default Location","","-1.0000"
"PLIERS 6""","Default Location","","1.0000"
"PLIERS COMBINATION 8""","Default Location","","2.0000"
"PLIERS LONG NOSE 8""","Default Location","","2.0000"
"PLOMO/LEAD # 1","Default Location","","25.0000"
"PLUG","Default Location","","2.0000"
"PLUG 3 PRONG MALE","Default Location","","1.0000"
"PLUG MALE FIREFLY","Default Location","","5.0000"
"PLUG REGULAR","Default Location","","1.0000"
"PLUG ROYU","Default Location","","5.0000"
"PLY BOARD 2 X 2 X 8","Default Location","","26.6700"
"PLY BOARD 3/4 X 4 X 8 ","Default Location","","1.0000"
"PLY BOARD 3/4""","Default Location","","8.0000"
"PLYWOOD 1/2 X 4 X 8","Default Location","","2.0000"
"PLYWOOD 1/4""","Default Location","","1.0000"
"PLYWOOD 3/4 X 4 X 8","Default Location","","1.0000"
"PO20WER BOX 1220","Default Location","","2.0000"
"POC NUT CRISPY PEANUT CRUMBLE CANDY 120G","Default Location","","44.0000"
"POCKET PC W5 MAX WINDOWS PC","Default Location","","-1.0000"
"POCKET PC W5 PRO WINDOWS PC T5 ","Default Location","","-1.0000"
"POCKET WIFI 300 MBPS","Default Location","","-8.0000"
"POLAR BEAR FOAM TAPE  24MMX10 YARDS","Default Location","","1.0000"
"POLY EMT ADAPTOR 1/2 WITH LOCK","Default Location","","50.0000"
"POLY FLEX 1""","Default Location","","1157.0000"
"POLY FLEXIBLE HOSE 1/2","Default Location","","2043.0000"
"POLY FLEXIBLE HOSE 3/4","Default Location","","1051.0000"
"POLY PACKAGING TAPE 2 X 30 CLR","Default Location","","20.0000"
"POLY PVC ADAPTOR 1"" WITH LOCK","Default Location","","510.0000"
"POLY PVC CLAMP 1","Default Location","","50.0000"
"POLY PVC ELBOW 1/2","Default Location","","30.0000"
"POLY PVC ELBOW LONG 1","Default Location","","30.0000"
"POLY PVC PIPE 1","Default Location","","50.0000"
"POLY PVC PIPE 1/2","Default Location","","30.0000"
"POLY PVC UTILITY BOX","Default Location","","20.0000"
"POLY SOLVENT  CEMENT","Default Location","","4.0000"
"POLY STATIONERY TAPE 1""","Default Location","","14.0000"
"POLY STATIONERY TAPE 3/4 X 30","Default Location","","6.0000"
"POLY UTILITY BOX","Default Location","","15.0000"
"POLYFLEX 1/2","Default Location","","1570.5000"
"POP BEANS","Default Location","","2850.0000"
"POP UP PLATE FLOOR MOUNT 2G","Default Location","","3.0000"
"POPSICLE STICK","Default Location","","-3.0000"
"POPULAR LATEX PAINT FLAT WHITE / GAL","Default Location","","1.0000"
"PORK SIOMAI","Default Location","","9.0000"
"PORTABLE PARTY SPEAKER","Default Location","","-1.0000"
"PORTALAC BATTERY 12V 7.2AH","Default Location","","7.0000"
"PORTALAC BATTERY RECHAREABLE 12V 5AH","Default Location","","1.0000"
"POST BRACKET","Default Location","","1.0000"
"POSTECH PT-CM-01V2 ","Default Location","","1.0000"
"POSTECH PT-DS-01V297 ","Default Location","","1.0000"
"POSTEK C168 BARCODE PRINTER","Default Location","","1.0000"
"POSTER PAINT ","Default Location","","4.0000"
"POWER ADAPTER","Default Location","","16.0000"
"POWER ADAPTER FOR HIKVISION PTZ CAMERA","Default Location","","1.0000"
"POWER ADAPTOR 12V 1AH","Default Location","","6.0000"
"POWER ADAPTOR 12V 2A","Default Location","","2.0000"
"POWER ADAPTOR 12V 3A","Default Location","","1.0000"
"POWER ADAPTOR 12V 5A","Default Location","","5.0000"
"POWER ADAPTOR 12V 5A W/ SPLITTER","Default Location","","1.0000"
"POWER ADAPTOR 24V 2A","Default Location","","1.0000"
"POWER BEAM M5 PBE-M5-300","Default Location","","-2.0000"
"POWER BEAM PBE-5AC-300","Default Location","","9.0000"
"POWER BOX 1210-18","Default Location","","5.0000"
"POWER BOX SWITCH","Default Location","","1.0000"
"POWER CABLE ","Default Location","","5.0000"
"POWER CABLE 2 PRONG","Default Location","","9.0000"
"POWER CORD FEMALE","Default Location","","106.0000"
"POWER CORD MALE","Default Location","","-6.0000"
"POWER GOLD POWER SUPPLY CCTV 12V 10AMP","Default Location","","3.0000"
"POWER MEGAPHONE HY-3007","Default Location","","1.0000"
"POWER SUPPLY  BOX 12V 20A","Default Location","","10.0000"
"POWER SUPPLY  CSE1230D18","Default Location","","1.0000"
"POWER SUPPLY 12V 10A","Default Location","","12.0000"
"POWER SUPPLY 12V 20A","Default Location","","12.0000"
"POWER SUPPLY 12V 20A 18P","Default Location","","11.0000"
"POWER SUPPLY 12V 20A FUSE TYPE ","Default Location","","5.0000"
"POWER SUPPLY 12V 20AH FUSE TYPE","Default Location","","2.0000"
"POWER SUPPLY 12V 20AMP","Default Location","","14.0000"
"POWER SUPPLY 12V 20AMP JEHA-250W-18 ","Default Location","","1.0000"
